date,store_id,region,city,store_type,category,product,channel,customer_segment,units_sold,unit_price,discount_rate,revenue,cost,profit,returns,nps_score
2025-02-19,S011,北海道,札幌,小型,食品,コーヒー豆,EC,プレミアム会員,7,1280,0,8960,3584,5376,0,58.5
2025-02-19,S012,北海道,札幌,旗艦,家電,テレビ,EC,法人,55,95000,0,5225000,2873750,2351250,0,38.2
2025-02-19,S012,北海道,札幌,旗艦,家電,冷蔵庫,店頭,法人,36,128000,0,4608000,2672640,1935360,1,48.4
2025-02-19,S012,北海道,札幌,旗艦,衣料,ダウンジャケット,EC,一般,55,18000,0,990000,495000,495000,1,20.8
2025-02-19,S021,東北,仙台,旗艦,日用品,洗剤,電話,一般,35,680,0,23800,10710,13090,0,42.0
2025-02-19,S021,東北,仙台,旗艦,食品,コーヒー豆,EC,会員,42,1280,0,53760,21504,32256,0,35.1
2025-02-19,S021,東北,仙台,旗艦,衣料,Tシャツ,店頭,一般,66,2400,0,158400,66528,91872,1,45.2
2025-02-19,S022,東北,仙台,小型,家電,冷蔵庫,店頭,会員,14,128000,0.15,1523200,1039359,483841,0,32.2
2025-02-19,S022,東北,仙台,小型,日用品,ティッシュ,EC,一般,13,420,0,5460,3003,2457,0,41.4
2025-02-19,S022,東北,仙台,小型,食品,プレミアム米,電話,法人,8,4800,0.05,36480,18432,18048,1,33.4
2025-02-19,S022,東北,仙台,小型,家電,エアコン,店頭,プレミアム会員,10,85000,0,850000,527000,323000,0,38.6
2025-02-19,S022,東北,仙台,小型,食品,コーヒー豆,電話,会員,10,1280,0.15,10880,5120,5760,0,41.9
2025-02-19,S031,関東,東京,標準,家電,エアコン,店頭,会員,13,85000,0.2,884000,685100,198900,0,41.7
2025-02-19,S031,関東,東京,標準,家電,冷蔵庫,電話,プレミアム会員,22,128000,0.05,2675200,1633280,1041920,0,41.2
2025-02-19,S031,関東,東京,標準,家電,テレビ,電話,プレミアム会員,18,95000,0,1710000,940500,769500,0,42.6
2025-02-19,S031,関東,東京,標準,日用品,洗剤,EC,一般,21,680,0.2,11424,6426,4998,1,29.2
2025-02-19,S031,関東,東京,標準,衣料,ダウンジャケット,電話,会員,27,18000,0.15,413100,243000,170100,0,30.8
2025-02-19,S031,関東,東京,標準,食品,コーヒー豆,電話,一般,30,1280,0.2,30720,15360,15360,1,29.8
2025-02-19,S032,関東,東京,旗艦,食品,コーヒー豆,電話,プレミアム会員,42,1280,0.15,45696,21504,24192,0,35.7
2025-02-19,S032,関東,東京,旗艦,家電,テレビ,店頭,会員,52,95000,0.2,3952000,2717000,1235000,3,28.1
2025-02-19,S032,関東,東京,旗艦,家電,冷蔵庫,EC,プレミアム会員,41,128000,0,5248000,3043840,2204160,1,45.9
2025-02-19,S032,関東,東京,旗艦,食品,プレミアム米,電話,法人,48,4800,0,230400,110592,119808,0,44.4
2025-02-19,S032,関東,東京,旗艦,日用品,ティッシュ,店頭,プレミアム会員,34,420,0.2,11424,7854,3570,0,47.8
2025-02-19,S032,関東,東京,旗艦,衣料,ダウンジャケット,店頭,会員,40,18000,0.2,576000,360000,216000,1,39.4
2025-02-19,S041,中部,名古屋,旗艦,家電,冷蔵庫,電話,一般,34,128000,0,4352000,2524160,1827840,1,28.6
2025-02-19,S041,中部,名古屋,旗艦,食品,コーヒー豆,電話,法人,27,1280,0.15,29376,13824,15552,0,47.2
2025-02-19,S041,中部,名古屋,旗艦,衣料,ダウンジャケット,電話,プレミアム会員,46,18000,0,828000,414000,414000,2,30.9
2025-02-19,S041,中部,名古屋,旗艦,食品,プレミアム米,EC,会員,53,4800,0,254400,122112,132288,0,1.0
2025-02-19,S041,中部,名古屋,旗艦,日用品,洗剤,電話,法人,52,680,0.1,31824,15912,15912,0,46.0
2025-02-19,S042,中部,名古屋,旗艦,家電,冷蔵庫,電話,一般,43,128000,0,5504000,3192320,2311680,0,38.6
2025-02-19,S042,中部,名古屋,旗艦,衣料,ダウンジャケット,電話,一般,51,18000,0.15,780300,459000,321300,0,39.9
2025-02-19,S042,中部,名古屋,旗艦,衣料,Tシャツ,EC,会員,35,2400,0,84000,35280,48720,0,19.6
2025-02-19,S042,中部,名古屋,旗艦,家電,テレビ,店頭,一般,52,95000,0.05,4693000,2717000,1976000,1,54.5
2025-02-19,S051,関西,大阪,小型,食品,プレミアム米,電話,会員,8,4800,0,38400,18432,19968,0,36.5
2025-02-19,S051,関西,大阪,小型,食品,コーヒー豆,店頭,プレミアム会員,12,1280,0,15360,6144,9216,0,51.5
2025-02-19,S051,関西,大阪,小型,日用品,ティッシュ,EC,会員,10,420,0.15,3570,2310,1260,2,43.0
2025-02-19,S051,関西,大阪,小型,日用品,洗剤,店頭,プレミアム会員,6,680,0.05,3876,1836,2040,0,41.4
2025-02-19,S051,関西,大阪,小型,家電,エアコン,電話,会員,6,85000,0.1,459000,316200,142800,0,25.5
2025-02-19,S051,関西,大阪,小型,衣料,ダウンジャケット,店頭,プレミアム会員,11,18000,0.15,168300,99000,69300,0,19.2
2025-02-19,S052,関西,大阪,旗艦,日用品,ティッシュ,EC,法人,30,420,0,12600,6930,5670,0,30.4
2025-02-19,S052,関西,大阪,旗艦,衣料,Tシャツ,店頭,プレミアム会員,51,2400,0.05,116280,51408,64872,0,45.9
2025-02-19,S052,関西,大阪,旗艦,家電,冷蔵庫,店頭,プレミアム会員,42,128000,0,5376000,3118080,2257920,0,46.0
2025-02-19,S052,関西,大阪,旗艦,家電,エアコン,EC,法人,22,85000,0,1870000,1159400,710600,0,22.5
2025-02-19,S052,関西,大阪,旗艦,食品,コーヒー豆,EC,法人,30,1280,0,38400,15360,23040,0,33.3
2025-02-19,S061,中国,広島,小型,衣料,ダウンジャケット,店頭,一般,13,18000,0.1,210600,117000,93600,0,12.7
2025-02-19,S061,中国,広島,小型,日用品,ティッシュ,店頭,一般,12,420,0.2,4032,2772,1260,0,39.5
2025-02-19,S061,中国,広島,小型,家電,冷蔵庫,電話,法人,8,128000,0,1024000,593920,430080,0,52.8
2025-02-19,S061,中国,広島,小型,家電,テレビ,電話,一般,13,95000,0.1,1111500,679250,432250,0,23.7
2025-02-19,S061,中国,広島,小型,衣料,Tシャツ,電話,会員,14,2400,0,33600,14112,19488,1,36.9
2025-02-19,S061,中国,広島,小型,家電,エアコン,店頭,会員,9,85000,0,765000,474300,290700,0,31.3
2025-02-19,S062,中国,広島,小型,日用品,洗剤,電話,一般,13,680,0.1,7956,3978,3978,0,25.6
2025-02-19,S062,中国,広島,小型,家電,テレビ,EC,一般,12,95000,0.2,912000,627000,285000,0,14.8
2025-02-19,S062,中国,広島,小型,食品,プレミアム米,EC,一般,8,4800,0.1,34560,18432,16128,0,3.0
2025-02-19,S062,中国,広島,小型,日用品,ティッシュ,店頭,一般,6,420,0.1,2268,1386,882,0,9.3
2025-02-19,S062,中国,広島,小型,衣料,ダウンジャケット,電話,プレミアム会員,12,18000,0.15,183600,108000,75600,0,28.6
2025-02-19,S062,中国,広島,小型,食品,コーヒー豆,店頭,会員,10,1280,0,12800,5120,7680,0,39.5
2025-02-19,S071,九州,福岡,小型,家電,エアコン,電話,法人,15,85000,0,1275000,790500,484500,0,18.8
2025-02-19,S071,九州,福岡,小型,食品,プレミアム米,EC,プレミアム会員,14,4800,0.2,53760,32256,21504,0,46.0
2025-02-19,S071,九州,福岡,小型,家電,テレビ,店頭,会員,15,95000,0.05,1353750,783750,570000,2,31.6
2025-02-19,S071,九州,福岡,小型,食品,コーヒー豆,電話,法人,7,1280,0.1,8064,3584,4480,0,23.9
2025-02-19,S071,九州,福岡,小型,家電,冷蔵庫,店頭,法人,9,128000,0.2,921600,668160,253440,0,27.1
2025-02-19,S071,九州,福岡,小型,衣料,Tシャツ,店頭,一般,11,2400,0,26400,11088,15312,0,18.2
2025-02-19,S072,九州,福岡,旗艦,家電,テレビ,店頭,一般,40,95000,0,3800000,2090000,1710000,1,27.3
2025-02-19,S072,九州,福岡,旗艦,日用品,洗剤,EC,法人,30,680,0.15,17340,9180,8160,1,21.6
2025-02-19,S072,九州,福岡,旗艦,食品,プレミアム米,店頭,プレミアム会員,26,4800,0.2,99840,59904,39936,0,30.0
2025-02-26,S011,北海道,札幌,小型,家電,テレビ,EC,一般,10,95000,0.05,902500,522500,380000,2,37.2
2025-02-26,S011,北海道,札幌,小型,日用品,ティッシュ,店頭,会員,7,420,0,2940,1617,1323,0,21.7
2025-02-26,S011,北海道,札幌,小型,食品,コーヒー豆,電話,一般,7,1280,0.05,8512,3584,4928,1,20.9
2025-02-26,S011,北海道,札幌,小型,食品,プレミアム米,電話,一般,10,4800,0,48000,23040,24960,1,25.6
2025-02-26,S011,北海道,札幌,小型,家電,エアコン,EC,法人,5,85000,0.05,403750,263500,140250,0,19.3
2025-02-26,S012,北海道,札幌,旗艦,衣料,ダウンジャケット,電話,法人,42,18000,0.15,642600,378000,264600,0,52.4
2025-02-26,S012,北海道,札幌,旗艦,日用品,ティッシュ,電話,プレミアム会員,35,420,0,14700,8085,6615,0,32.4
2025-02-26,S012,北海道,札幌,旗艦,食品,コーヒー豆,EC,プレミアム会員,24,1280,0,30720,12288,18432,0,28.5
2025-02-26,S012,北海道,札幌,旗艦,衣料,Tシャツ,電話,プレミアム会員,19,2400,0,45600,19152,26448,1,61.5
2025-02-26,S021,東北,仙台,旗艦,食品,プレミアム米,店頭,一般,16,4800,0,76800,36864,39936,0,40.2
2025-02-26,S021,東北,仙台,旗艦,食品,コーヒー豆,電話,一般,33,1280,0.1,38016,16896,21120,0,14.9
2025-02-26,S021,東北,仙台,旗艦,衣料,ダウンジャケット,店頭,プレミアム会員,42,18000,0.1,680400,378000,302400,0,36.2
2025-02-26,S022,東北,仙台,小型,衣料,Tシャツ,店頭,プレミアム会員,8,2400,0,19200,8064,11136,0,48.6
2025-02-26,S022,東北,仙台,小型,日用品,ティッシュ,電話,会員,16,420,0.15,5712,3696,2016,0,39.5
2025-02-26,S022,東北,仙台,小型,食品,プレミアム米,電話,プレミアム会員,11,4800,0.05,50160,25344,24816,0,34.5
2025-02-26,S022,東北,仙台,小型,家電,冷蔵庫,EC,プレミアム会員,8,128000,0,1024000,593920,430080,0,55.6
2025-02-26,S022,東北,仙台,小型,衣料,ダウンジャケット,電話,一般,8,18000,0.05,136800,72000,64800,1,20.9
2025-02-26,S031,関東,東京,標準,衣料,Tシャツ,店頭,プレミアム会員,16,2400,0.05,36480,16128,20352,1,59.9
2025-02-26,S031,関東,東京,標準,日用品,ティッシュ,店頭,一般,32,420,0.05,12768,7392,5376,0,60.6
2025-02-26,S031,関東,東京,標準,日用品,洗剤,EC,一般,27,680,0.2,14688,8262,6426,0,32.3
2025-02-26,S031,関東,東京,標準,家電,エアコン,店頭,法人,13,85000,0.2,884000,685100,198900,0,24.9
2025-02-26,S031,関東,東京,標準,家電,冷蔵庫,電話,法人,17,128000,0.05,2067200,1262080,805120,0,27.5
2025-02-26,S031,関東,東京,標準,衣料,ダウンジャケット,店頭,プレミアム会員,25,18000,0,450000,225000,225000,1,32.3
2025-02-26,S032,関東,東京,旗艦,家電,エアコン,店頭,会員,36,85000,0,3060000,1897200,1162800,0,41.3
2025-02-26,S032,関東,東京,旗艦,衣料,Tシャツ,EC,会員,52,2400,0,124800,52416,72384,1,21.0
2025-02-26,S032,関東,東京,旗艦,食品,コーヒー豆,EC,法人,37,1280,0,47360,18944,28416,0,13.3
2025-02-26,S032,関東,東京,旗艦,食品,プレミアム米,店頭,プレミアム会員,47,4800,0.05,214320,108288,106032,0,51.0
2025-02-26,S041,中部,名古屋,旗艦,家電,エアコン,電話,一般,33,85000,0,2805000,1739100,1065900,0,24.9
2025-02-26,S041,中部,名古屋,旗艦,日用品,洗剤,EC,プレミアム会員,19,680,0.2,10336,5814,4522,0,44.2
2025-02-26,S041,中部,名古屋,旗艦,家電,冷蔵庫,店頭,一般,38,128000,0.15,4134400,2821120,1313280,0,39.7
2025-02-26,S041,中部,名古屋,旗艦,食品,コーヒー豆,店頭,プレミアム会員,48,1280,0.05,58368,24576,33792,0,37.2
2025-02-26,S041,中部,名古屋,旗艦,食品,プレミアム米,電話,一般,34,4800,0.15,138720,78336,60384,2,13.4
2025-02-26,S041,中部,名古屋,旗艦,日用品,ティッシュ,電話,会員,37,420,0.05,14763,8547,6216,0,25.1
2025-02-26,S042,中部,名古屋,旗艦,日用品,ティッシュ,店頭,法人,42,420,0,17640,9702,7938,1,45.8
2025-02-26,S042,中部,名古屋,旗艦,家電,冷蔵庫,EC,法人,11,128000,0,1408000,816640,591360,0,42.8
2025-02-26,S042,中部,名古屋,旗艦,食品,プレミアム米,店頭,法人,39,4800,0.15,159120,89856,69264,0,34.9
2025-02-26,S051,関西,大阪,小型,家電,テレビ,EC,会員,10,95000,0.05,902500,522500,380000,1,29.3
2025-02-26,S051,関西,大阪,小型,家電,冷蔵庫,EC,一般,11,128000,0,1408000,816640,591360,0,36.8
2025-02-26,S051,関西,大阪,小型,食品,プレミアム米,電話,プレミアム会員,7,4800,0.05,31920,16128,15792,0,39.7
2025-02-26,S051,関西,大阪,小型,日用品,ティッシュ,店頭,一般,12,420,0,5040,2772,2268,0,17.9
2025-02-26,S051,関西,大阪,小型,家電,エアコン,電話,プレミアム会員,15,85000,0.15,1083750,790500,293250,1,57.2
2025-02-26,S051,関西,大阪,小型,食品,コーヒー豆,店頭,一般,3,1280,0,3840,1536,2304,1,39.4
2025-02-26,S052,関西,大阪,旗艦,食品,プレミアム米,店頭,法人,24,4800,0.1,103680,55296,48384,0,31.7
2025-02-26,S052,関西,大阪,旗艦,家電,テレビ,EC,会員,24,95000,0.1,2052000,1254000,798000,0,47.9
2025-02-26,S052,関西,大阪,旗艦,家電,エアコン,電話,会員,43,85000,0.05,3472250,2266100,1206150,1,27.2
2025-02-26,S052,関西,大阪,旗艦,家電,冷蔵庫,EC,法人,48,128000,0,6144000,3563519,2580481,1,54.1
2025-02-26,S052,関西,大阪,旗艦,衣料,Tシャツ,電話,会員,45,2400,0.15,91800,45360,46440,1,19.6
2025-02-26,S052,関西,大阪,旗艦,食品,コーヒー豆,電話,一般,22,1280,0.05,26752,11264,15488,1,19.8
2025-02-26,S061,中国,広島,小型,家電,テレビ,EC,会員,13,95000,0,1235000,679250,555750,0,19.4
2025-02-26,S061,中国,広島,小型,家電,エアコン,EC,プレミアム会員,12,85000,0.15,867000,632400,234600,0,29.0
2025-02-26,S061,中国,広島,小型,衣料,ダウンジャケット,店頭,法人,14,18000,0.05,239400,126000,113400,0,17.6
2025-02-26,S061,中国,広島,小型,食品,コーヒー豆,EC,法人,6,1280,0.15,6528,3072,3456,2,26.8
2025-02-26,S061,中国,広島,小型,家電,冷蔵庫,EC,一般,8,128000,0.1,921600,593920,327680,0,23.2
2025-02-26,S061,中国,広島,小型,日用品,洗剤,電話,プレミアム会員,12,680,0.15,6936,3672,3264,0,31.1
2025-02-26,S062,中国,広島,小型,家電,エアコン,電話,法人,3,85000,0.15,216750,158100,58650,0,14.1
2025-02-26,S062,中国,広島,小型,日用品,洗剤,店頭,一般,10,680,0,6800,3060,3740,0,19.6
2025-02-26,S062,中国,広島,小型,食品,プレミアム米,EC,プレミアム会員,13,4800,0.15,53040,29952,23088,1,60.8
2025-02-26,S062,中国,広島,小型,衣料,ダウンジャケット,EC,会員,13,18000,0.05,222300,117000,105300,0,42.9
2025-02-26,S062,中国,広島,小型,家電,テレビ,店頭,一般,12,95000,0.2,912000,627000,285000,0,38.3
2025-02-26,S071,九州,福岡,小型,食品,コーヒー豆,店頭,一般,10,1280,0.15,10880,5120,5760,0,18.0
2025-02-26,S071,九州,福岡,小型,家電,冷蔵庫,EC,一般,8,128000,0.1,921600,593920,327680,0,14.8
2025-02-26,S071,九州,福岡,小型,食品,プレミアム米,EC,法人,14,4800,0,67200,32256,34944,0,27.4
2025-02-26,S071,九州,福岡,小型,日用品,洗剤,店頭,一般,8,680,0.05,5168,2448,2720,0,16.3
2025-02-26,S072,九州,福岡,旗艦,衣料,Tシャツ,EC,法人,75,2400,0.05,171000,75600,95400,0,32.2
2025-02-26,S072,九州,福岡,旗艦,食品,プレミアム米,電話,プレミアム会員,33,4800,0.2,126720,76032,50688,0,22.3
2025-02-26,S072,九州,福岡,旗艦,日用品,洗剤,電話,会員,45,680,0,30600,13770,16830,2,19.5
2025-02-26,S072,九州,福岡,旗艦,日用品,ティッシュ,店頭,会員,15,420,0.1,5670,3465,2205,0,25.5
2025-02-26,S072,九州,福岡,旗艦,家電,冷蔵庫,電話,一般,41,128000,0.1,4723200,3043840,1679360,0,13.9
2025-03-05,S011,北海道,札幌,小型,衣料,Tシャツ,店頭,法人,8,2400,0,19200,8064,11136,0,31.3
2025-03-05,S011,北海道,札幌,小型,日用品,ティッシュ,EC,会員,14,420,0,5880,3234,2646,0,39.8
2025-03-05,S011,北海道,札幌,小型,食品,プレミアム米,EC,会員,6,4800,0.2,23040,13824,9216,0,27.1
2025-03-05,S011,北海道,札幌,小型,日用品,洗剤,EC,一般,6,680,0.1,3672,1836,1836,0,43.1
2025-03-05,S011,北海道,札幌,小型,家電,エアコン,電話,法人,6,85000,0,510000,316200,193800,0,28.5
2025-03-05,S011,北海道,札幌,小型,衣料,ダウンジャケット,電話,プレミアム会員,9,18000,0.05,153900,81000,72900,0,22.1
2025-03-05,S012,北海道,札幌,旗艦,衣料,Tシャツ,店頭,法人,59,2400,0.2,113280,59472,53808,1,46.8
2025-03-05,S012,北海道,札幌,旗艦,家電,エアコン,電話,プレミアム会員,40,85000,0.1,3060000,2108000,952000,0,51.4
2025-03-05,S012,北海道,札幌,旗艦,衣料,ダウンジャケット,店頭,プレミアム会員,58,18000,0.05,991800,522000,469800,1,61.3
2025-03-05,S012,北海道,札幌,旗艦,食品,コーヒー豆,店頭,会員,39,1280,0,49920,19968,29952,0,16.2
2025-03-05,S012,北海道,札幌,旗艦,家電,テレビ,店頭,会員,46,95000,0.1,3933000,2403500,1529500,0,28.9
2025-03-05,S021,東北,仙台,旗艦,家電,テレビ,電話,プレミアム会員,24,95000,0,2280000,1254000,1026000,0,61.9
2025-03-05,S021,東北,仙台,旗艦,家電,エアコン,電話,会員,48,85000,0,4080000,2529600,1550400,0,27.3
2025-03-05,S021,東北,仙台,旗艦,家電,冷蔵庫,店頭,法人,28,128000,0,3584000,2078719,1505281,0,31.5
2025-03-05,S021,東北,仙台,旗艦,衣料,Tシャツ,EC,プレミアム会員,48,2400,0,115200,48384,66816,0,73.3
2025-03-05,S021,東北,仙台,旗艦,日用品,ティッシュ,電話,法人,62,420,0.15,22134,14322,7812,1,47.8
2025-03-05,S021,東北,仙台,旗艦,衣料,ダウンジャケット,EC,会員,40,18000,0.15,612000,360000,252000,0,19.0
2025-03-05,S022,東北,仙台,小型,食品,コーヒー豆,店頭,法人,9,1280,0,11520,4608,6912,1,48.9
2025-03-05,S022,東北,仙台,小型,食品,プレミアム米,EC,法人,7,4800,0.05,31920,16128,15792,2,37.0
2025-03-05,S022,東北,仙台,小型,衣料,ダウンジャケット,店頭,プレミアム会員,2,18000,0,36000,18000,18000,0,65.3
2025-03-05,S031,関東,東京,標準,家電,冷蔵庫,電話,会員,19,128000,0.2,1945600,1410560,535040,0,9.0
2025-03-05,S031,関東,東京,標準,日用品,洗剤,店頭,法人,12,680,0.15,6936,3672,3264,0,29.0
2025-03-05,S031,関東,東京,標準,食品,コーヒー豆,電話,プレミアム会員,20,1280,0,25600,10240,15360,0,47.1
2025-03-05,S032,関東,東京,旗艦,衣料,Tシャツ,EC,法人,28,2400,0,67200,28224,38976,0,47.8
2025-03-05,S032,関東,東京,旗艦,家電,冷蔵庫,電話,一般,41,128000,0.15,4460800,3043840,1416960,0,25.7
2025-03-05,S032,関東,東京,旗艦,日用品,ティッシュ,電話,一般,38,420,0.1,14364,8778,5586,0,46.6
2025-03-05,S032,関東,東京,旗艦,衣料,ダウンジャケット,EC,一般,53,18000,0,954000,477000,477000,1,17.2
2025-03-05,S032,関東,東京,旗艦,家電,テレビ,EC,一般,25,95000,0,2375000,1306250,1068750,0,29.6
2025-03-05,S041,中部,名古屋,旗艦,家電,テレビ,店頭,会員,18,95000,0,1710000,940500,769500,1,34.1
2025-03-05,S041,中部,名古屋,旗艦,日用品,ティッシュ,EC,一般,33,420,0.15,11781,7623,4158,2,23.1
2025-03-05,S041,中部,名古屋,旗艦,食品,コーヒー豆,電話,会員,50,1280,0,64000,25600,38400,1,45.2
2025-03-05,S041,中部,名古屋,旗艦,食品,プレミアム米,EC,会員,53,4800,0.1,228960,122112,106848,2,44.0
2025-03-05,S041,中部,名古屋,旗艦,衣料,Tシャツ,電話,法人,21,2400,0.15,42840,21168,21672,0,26.9
2025-03-05,S042,中部,名古屋,旗艦,日用品,ティッシュ,電話,法人,50,420,0.15,17850,11550,6300,0,26.9
2025-03-05,S042,中部,名古屋,旗艦,家電,冷蔵庫,電話,一般,35,128000,0,4480000,2598400,1881600,0,42.0
2025-03-05,S042,中部,名古屋,旗艦,衣料,ダウンジャケット,電話,プレミアム会員,37,18000,0.1,599400,333000,266400,0,38.1
2025-03-05,S051,関西,大阪,小型,家電,テレビ,EC,プレミアム会員,11,95000,0,1045000,574750,470250,0,35.3
2025-03-05,S051,関西,大阪,小型,家電,エアコン,EC,法人,5,85000,0.05,403750,263500,140250,0,22.9
2025-03-05,S051,関西,大阪,小型,衣料,Tシャツ,電話,一般,9,2400,0.2,17280,9072,8208,0,52.0
2025-03-05,S051,関西,大阪,小型,家電,冷蔵庫,電話,会員,9,128000,0,1152000,668160,483840,2,26.4
2025-03-05,S051,関西,大阪,小型,食品,コーヒー豆,電話,一般,3,1280,0.2,3072,1536,1536,0,24.0
2025-03-05,S051,関西,大阪,小型,日用品,洗剤,電話,会員,13,680,0.1,7956,3978,3978,0,41.8
2025-03-05,S052,関西,大阪,旗艦,食品,コーヒー豆,電話,プレミアム会員,30,1280,0,38400,15360,23040,0,48.2
2025-03-05,S052,関西,大阪,旗艦,食品,プレミアム米,EC,プレミアム会員,22,4800,0.2,84480,50688,33792,0,78.1
2025-03-05,S052,関西,大阪,旗艦,家電,冷蔵庫,電話,会員,32,128000,0.2,3276800,2375680,901120,0,28.8
2025-03-05,S052,関西,大阪,旗艦,日用品,ティッシュ,店頭,会員,38,420,0,15960,8778,7182,0,49.7
2025-03-05,S061,中国,広島,小型,家電,冷蔵庫,店頭,会員,11,128000,0.1,1267200,816640,450560,1,23.8
2025-03-05,S061,中国,広島,小型,日用品,ティッシュ,EC,法人,10,420,0.15,3570,2310,1260,0,21.6
2025-03-05,S061,中国,広島,小型,家電,テレビ,電話,プレミアム会員,14,95000,0.2,1064000,731500,332500,0,29.2
2025-03-05,S061,中国,広島,小型,衣料,Tシャツ,電話,会員,7,2400,0.1,15120,7056,8064,0,17.0
2025-03-05,S062,中国,広島,小型,食品,プレミアム米,EC,法人,5,4800,0.2,19200,11520,7680,0,31.8
2025-03-05,S062,中国,広島,小型,日用品,洗剤,電話,会員,7,680,0.1,4284,2142,2142,0,24.9
2025-03-05,S062,中国,広島,小型,日用品,ティッシュ,店頭,会員,8,420,0,3360,1848,1512,0,16.8
2025-03-05,S062,中国,広島,小型,衣料,ダウンジャケット,電話,会員,7,18000,0,126000,63000,63000,0,16.4
2025-03-05,S062,中国,広島,小型,家電,テレビ,店頭,会員,10,95000,0.15,807500,522500,285000,0,27.8
2025-03-05,S071,九州,福岡,小型,家電,テレビ,電話,一般,11,95000,0,1045000,574750,470250,0,29.6
2025-03-05,S071,九州,福岡,小型,衣料,Tシャツ,EC,一般,11,2400,0.15,22440,11088,11352,0,7.9
2025-03-05,S071,九州,福岡,小型,家電,冷蔵庫,店頭,会員,1,128000,0.2,102400,74240,28160,1,21.6
2025-03-05,S072,九州,福岡,旗艦,家電,テレビ,店頭,プレミアム会員,40,95000,0.05,3610000,2090000,1520000,0,42.4
2025-03-05,S072,九州,福岡,旗艦,衣料,Tシャツ,EC,法人,41,2400,0.1,88560,41328,47232,0,39.0
2025-03-05,S072,九州,福岡,旗艦,日用品,ティッシュ,EC,会員,29,420,0.1,10962,6699,4263,1,37.8
2025-03-05,S072,九州,福岡,旗艦,食品,コーヒー豆,電話,一般,50,1280,0.2,51200,25600,25600,0,40.2
2025-03-05,S072,九州,福岡,旗艦,食品,プレミアム米,店頭,一般,49,4800,0.2,188160,112896,75264,0,18.5
2025-03-05,S072,九州,福岡,旗艦,衣料,ダウンジャケット,EC,プレミアム会員,53,18000,0.05,906300,477000,429300,0,47.8
2025-03-12,S011,北海道,札幌,小型,食品,コーヒー豆,店頭,一般,15,1280,0,19200,7680,11520,0,21.3
2025-03-12,S011,北海道,札幌,小型,家電,冷蔵庫,EC,会員,14,128000,0,1792000,1039359,752641,0,24.7
2025-03-12,S011,北海道,札幌,小型,日用品,洗剤,店頭,法人,9,680,0.15,5202,2754,2448,0,50.8
2025-03-12,S011,北海道,札幌,小型,衣料,ダウンジャケット,EC,プレミアム会員,12,18000,0.1,194400,108000,86400,0,44.5
2025-03-12,S011,北海道,札幌,小型,家電,テレビ,EC,プレミアム会員,15,95000,0.1,1282500,783750,498750,0,62.9
2025-03-12,S011,北海道,札幌,小型,食品,プレミアム米,店頭,法人,6,4800,0,28800,13824,14976,0,19.5
2025-03-12,S012,北海道,札幌,旗艦,日用品,ティッシュ,電話,会員,51,420,0.2,17136,11781,5355,1,25.4
2025-03-12,S012,北海道,札幌,旗艦,食品,コーヒー豆,店頭,法人,46,1280,0,58880,23552,35328,0,32.7
2025-03-12,S012,北海道,札幌,旗艦,食品,プレミアム米,EC,一般,51,4800,0,244800,117504,127296,0,40.9
2025-03-12,S012,北海道,札幌,旗艦,衣料,ダウンジャケット,店頭,会員,24,18000,0,432000,216000,216000,0,37.8
2025-03-12,S012,北海道,札幌,旗艦,日用品,洗剤,店頭,一般,43,680,0.15,24854,13158,11696,0,53.0
2025-03-12,S021,東北,仙台,旗艦,家電,エアコン,店頭,会員,56,85000,0.1,4284000,2951200,1332800,0,29.3
2025-03-12,S021,東北,仙台,旗艦,家電,テレビ,電話,会員,43,95000,0.1,3676500,2246750,1429750,0,32.8
2025-03-12,S021,東北,仙台,旗艦,食品,コーヒー豆,店頭,一般,45,1280,0,57600,23040,34560,0,32.1
2025-03-12,S021,東北,仙台,旗艦,日用品,洗剤,EC,法人,28,680,0.1,17136,8568,8568,0,32.0
2025-03-12,S021,東北,仙台,旗艦,食品,プレミアム米,電話,一般,53,4800,0.15,216240,122112,94128,0,42.8
2025-03-12,S022,東北,仙台,小型,食品,コーヒー豆,EC,法人,4,1280,0.1,4608,2048,2560,0,30.2
2025-03-12,S022,東北,仙台,小型,日用品,ティッシュ,電話,一般,6,420,0,2520,1386,1134,0,50.4
2025-03-12,S022,東北,仙台,小型,家電,冷蔵庫,EC,プレミアム会員,8,128000,0.15,870400,593920,276480,0,49.1
2025-03-12,S022,東北,仙台,小型,衣料,ダウンジャケット,EC,会員,10,18000,0.05,171000,90000,81000,0,19.3
2025-03-12,S022,東北,仙台,小型,食品,プレミアム米,店頭,法人,4,4800,0,19200,9216,9984,0,41.8
2025-03-12,S031,関東,東京,標準,日用品,洗剤,電話,一般,20,680,0,13600,6120,7480,0,45.0
2025-03-12,S031,関東,東京,標準,食品,コーヒー豆,EC,一般,27,1280,0.1,31104,13824,17280,1,24.3
2025-03-12,S031,関東,東京,標準,衣料,Tシャツ,EC,会員,26,2400,0.15,53040,26208,26832,0,19.3
2025-03-12,S031,関東,東京,標準,家電,テレビ,EC,会員,8,95000,0,760000,418000,342000,0,5.7
2025-03-12,S032,関東,東京,旗艦,日用品,洗剤,電話,プレミアム会員,43,680,0,29240,13158,16082,1,37.0
2025-03-12,S032,関東,東京,旗艦,衣料,Tシャツ,電話,一般,24,2400,0.2,46080,24192,21888,2,6.4
